WELL_KEY,LATERAL_LENGTH_BLEND,PROP_PER_FOOT,WATER_PER_FOOT,OIL_CUM_3MOS,OIL_CUM_6MOS,OIL_CUM_12MOS,GOR_30,GOR_60,GOR_90
05123344380100,3961,NULL,441.5089,9358,15342,21470,2192.108229988726,2227.304814344204,1914.205948673896
05005072110000,8734,1407.171,979.9119,7351,28359,41843,1203.707627118644,1028.332616311228,856.054836252856
05123362360000,6863,634.9216,1103.122,8672,35025,63841,1895.274463007159,1998.133134200981,2065.419496831480
05123360230000,4081,NULL,NULL,14129,19123,24217,3138.960666092449,3009.025427406057,3133.130440937079
05005072080100,3805,1812.017,1473.068,23914,50545,80970,1127.847628532304,784.585408096990,530.584755936868
05069064450000,4286,479.8484,821.6013,13621,24614,44311,1816.245921346385,1919.182705463832,1647.032402951555
05123305840000,1827,429.4682,NULL,15507,27296,53413,956.584281417549,1024.099842203414,1251.060017915795
05123306950000,4483,1175.748,NULL,5749,5749,8274,1167.681335884501,1167.681335884501,1167.681335884501
05123324450100,4742,377.5556,NULL,10554,17788,31086,1403.219767877199,1646.737812272617,1873.412924009854
05123326500000,4347,1056.587,NULL,32321,49766,68403,4187.661110156384,4592.849571167003,4990.006517488594
05123327890000,3556,1077.355,804.0366,21426,33927,42547,1342.970082157804,1523.142688679245,1646.303270564915
05123328560000,3701,773.66,489.9819,10878,15808,21629,1031.131678586453,1024.387370405278,1024.544953116381
05123331660000,3924,950.7488,650.5416,29139,56172,82338,1112.987934705464,1130.821666190456,1096.971322959518
05123332410000,3518,968.2285,694.541,11211,17752,25413,7035.396440129449,7123.380554546555,7250.390517320591
05123333280000,3590,NULL,779.6831,4071,6680,10292,2035.961871750433,2242.408512847132,1786.679920477137
05123333520000,4911,533.2317,289.8605,8876,14249,19821,2963.072378138847,2130.088909686476,1906.222611744084
05123333630000,3833,1292.166,837.2813,22621,40214,62473,3043.291839557399,3533.727702114000,3698.644780854512
05123333650000,3750,333.8573,593.085,23958,39749,57737,4422.037640626642,4785.481867124179,4948.090277777777
05123335880000,3734,833.3226,863.5107,4049,6392,8576,2334.288990825688,2163.804491413474,2470.886075949367
05123336870000,3117,180.6233,198.9977,11408,17911,23966,949.697796841489,966.275961340736,977.366581956797
05123336890000,4127,523.9152,559.3929,35662,50169,61445,814.688183807439,907.039204682113,910.059057023913
05123337080000,2806,1063.902,572.0607,31598,51571,69911,1517.124635855444,1705.715658021133,1853.759792065268
05123339520000,2843,609.5688,520.1592,12956,21546,30720,2670.268911786881,3056.436271401395,3541.454842151509
05123342860000,4116,851.2738,749.9039,31794,53618,78991,3682.721601624836,3807.616041439035,4185.302060260339
05123347790000,3720,935.7551,735.1105,23449,35781,48357,3125.013635867786,3454.711922045647,3688.502337740686
05123357980000,3896,922.2226,659.4098,18982,32474,47757,2457.139985931062,2159.979423868312,2110.680907877169
05123350340000,4259,955.7745,711.149,16811,24931,34731,2680.835837984828,2843.452240333884,3025.221581107608
05123356110000,4068,1106.982,735.0943,20852,30877,42573,2825.718374986238,3053.672488285766,3247.698062535967
05123351530000,8916,430.9527,516.2532,22819,39660,59068,3064.532417693395,3319.508009153318,3537.307297019527
05123360170000,3985,486.1511,774.0529,15307,31208,49289,4049.799774104117,4739.161897243602,4741.350446428571
05123361000000,3747,896.7641,656.1547,17919,27483,42236,1244.831950499226,1274.737716054041,1419.164015849098
05123356330000,4176,623.773,701.764,19204,29253,43897,2697.444132209286,2645.503776542682,1858.208208208208
05123346550000,3870,1209.096,756.078,8842,14314,21710,1134.757436614094,865.098581805603,883.537570057946
05123309260000,0,1259.279,NULL,2729,4475,7717,19504.381694255111,20141.445657826313,20436.057163796262
05123313310000,2202,521.6734,549.4281,7985,11309,15113,1497.216525051274,1695.346320346320,1608.892025405786
05123313570000,4443,130.1338,132.1259,14179,20811,25959,747.851002865329,765.396683101748,815.813953488372
05123314470100,3551,NULL,NULL,1721,3381,5695,1574.826560951437,1527.759634225996,1538.202787121576
05123315980100,3849,NULL,NULL,1800,3947,5714,1506.294964028776,1551.744186046511,1499.767116907312
05123323280000,3858,135.4335,132.2923,14661,21741,29662,1371.796815769522,1523.481527864746,1714.548802946593
05123324930300,4607,66.19662,286.7617,2691,4516,6678,2045.529801324503,1752.043596730245,1763.680724991286
05123326600000,3522,163.0435,164.9512,10414,14865,19624,1383.123581596864,1372.642798578846,1331.001311762133
05123330600200,3605,320.8405,NULL,13372,15444,20589,1079.279556650246,1014.129615674453,905.174992521687
05123331100000,3625,NULL,819.8698,2017,4644,7746,1039.440203562340,712.791090111373,789.331735091399
05123332950000,3566,NULL,614.8179,787,7501,15406,1497.394136807817,2195.399259650978,1699.434018468871
05123333110000,3953,948.7932,455.0591,23021,43550,64350,858.379535064682,860.848321031292,834.535130804333
05123333120000,3938,1228.189,862.9686,30235,44559,62528,4022.185209860093,4647.796114476707,4899.487349098726
05123333310000,4042,974.0677,558.9955,28290,43315,63193,1422.494691417220,1558.332962682915,1528.572971805120
05123334060000,3973,922.0379,498.694,15029,21468,29148,2453.179500939093,2304.150132275132,2469.825004990351
05123335580100,4374,1209.449,NULL,19138,27828,37665,1779.401530967292,1798.430700250560,1795.380917546243
05123335890000,3298,1017.998,591.4559,10594,14116,18443,5335.956628191675,6177.470402063064,6567.207853501982
05123335900000,3861,815.9131,586.3827,22258,37425,54942,4060.226475598757,4129.099633079311,4252.874052627096
05123341340000,4305,994.4122,585.3168,14260,26338,39065,3585.710329548601,3324.777599533323,3391.221685045358
05123353350000,4064,931.3694,810.9675,7773,20237,32144,2645.833333333333,2528.378722321201,2558.653846153846
05123348290000,4123,791.2952,699.7343,24261,38416,54195,3363.176530096105,3565.691369182105,3763.877172262527
05123345210000,3790,895.2159,692.1574,16797,20891,31059,2500.308299420397,2181.889088214647,1744.232447936151
05123352570000,7910,172.2503,242.9557,8467,13730,20730,4045.899948427024,4184.423106233805,4217.765376119055
05123348660000,3961,806.0226,693.7065,13477,22141,34447,4367.427222659323,4465.671327936074,4515.322401127847
05123351130000,4203,324.2896,614.6262,11959,27882,44567,1823.310181263764,1913.085653312639,1640.629824019759
05123352390000,3628,737.2531,637.8958,2652,5484,7093,4151.932239280042,4433.230346721592,4234.654234654234
05123348960000,3657,1270.649,1072.966,18125,31736,50922,970.365980145206,760.994843797391,826.916601189808
05123346090000,4015,906.3469,777.6922,25976,42926,61860,4354.957351905469,4794.944947176035,5373.171490818549
05123341920000,4091,755.5983,707.1598,24745,40651,58051,2628.358361426090,2683.787405091558,2865.897350441593
05123356450000,4124,976.524,796.6605,15402,26573,48092,3544.374209860935,3544.374209860935,2749.715099715099
05123340940000,3767,1109.877,760.5673,13954,20572,27783,5401.592718998862,5937.767366062334,6244.451515392570
05123365970000,9458,999.7491,553.1405,43471,66242,93881,2081.700054141851,2157.447068902215,2120.603852656142
05123363490000,4119,738.6257,1243.361,16487,27039,37788,3847.888127853881,4154.748330346962,4572.247211781379
05123314770000,5096,115.9394,NULL,15842,22095,28262,1304.038372272938,1218.283943443734,1253.567508232711
05123316420100,5799,NULL,604.5473,11923,21906,33689,1670.365140205769,1485.590440487347,1481.954153796130
05123375460000,3544,682.5555,530.3137,12260,21630,38334,1818.588540914994,2000.712060525144,1995.640741765845
05123369160000,3729,511.7089,851.5781,13187,22860,32362,3737.707324233083,4100.841709569338,4251.922485389111
05123369170000,3941,557.5072,849.0648,21401,45666,68203,3317.393789293198,3312.042549038743,3542.793744716821
05123370970000,4017,769.8868,522.3651,36189,75753,122753,933.497536945812,811.564384533522,816.853705388737
05123376530000,4090,1030.821,596.7457,23799,36251,51077,2111.040320378629,1635.660130718954,1599.142821126938
05123375450000,3693,766.2076,559.3193,7520,15648,36310,1519.892396998442,1525.887514958117,1510.500807754442
05123363820000,4196,400.2184,689.7324,11106,18583,28158,4137.179297048791,4772.368778895838,5338.054363376251
05123369800000,4064,865.4802,756.6591,7107,16851,27129,1761.962342373466,1796.386822529224,1758.363436469294
05123367500000,4053,1031.253,1140.964,19078,31428,50224,3031.149927219796,3175.585023400936,3260.511363636363
05123366470000,6406,1006.702,1018.16,22346,47994,85225,1433.447398438185,1382.297027866648,1491.755829457868
05123367720000,4038,918.4734,780.4861,9012,18966,29039,967.100229533282,1660.800816118337,1448.842777334397
05123380240000,4408,NULL,NULL,10245,16200,24281,2136.950904392764,1719.066937119675,1843.142996583699
05123376330000,6806,809.277,748.8329,13601,21687,32367,2259.997288870814,2373.903090423502,2609.959101671808
05123376510000,4194,1037.408,591.6555,28887,39375,56275,2630.110545709773,2616.992882562277,2558.457973456920
05123369810000,3983,942.4528,735.5377,6038,14185,27740,4312.666803531102,3623.678401301266,2832.531105258377
05123364080000,9233,534.1156,830.2991,27143,38622,50456,3926.993187258331,4120.184295657288,4420.918837269277
05123363900000,3967,802.7289,530.6107,8901,18076,30536,1482.751367269667,1304.147465437788,1358.948432760364
05123371110000,4133,482.3917,864.1911,31032,50420,74974,2461.044520547945,2618.414416066761,2853.496229055045
05123319010000,4369,449.0323,NULL,10317,15351,20548,7452.826791501620,8284.951456310679,8604.496333461983
05123366760000,3900,961.3906,611.1022,3670,9610,15438,2793.115086061424,1785.221887117621,1434.848484848484
05123366920000,4150,537.1964,891.3675,26183,44801,74770,2862.012722231283,2990.996584911518,3826.179181611323
05123371280000,4415,NULL,NULL,16353,29783,44785,1547.706422018348,1430.247385870951,1358.706225680933
05123365800000,3978,930.3198,759.558,21515,33897,49178,1755.231522707034,1573.158243479308,1857.959563095514
30015383850000,3915,621.933,NULL,6334,10752,17394,1180.236861584011,824.452084228620,683.941208492106
30015384340000,3852,498.0382,784.4012,45841,68133,104378,1511.820389552460,1659.291181578439,1736.905278749648
30015395110000,3907,766.4722,491.8177,22083,35565,57012,1390.501968503937,1052.074857607811,943.987062628638
30015370000000,3911,793.814,605.3835,13209,15729,20131,4151.640844211296,5292.023672820422,6258.990082519494
30015365400000,4954,NULL,NULL,20386,32334,46099,1636.696501220504,1605.412423973211,1538.359658589227
30015386030000,3677,436.881,NULL,13722,18529,25305,6426.424668227946,5320.767727847373,6445.848553657814
30015372650000,1530,926.1229,NULL,8433,17872,28487,956.412021105758,857.935483870967,776.244541484716
30015375180100,4500,948.8047,NULL,6827,10776,17235,11879.872350125370,11522.977785314566,11042.771349055221
30015381700000,4018,687.3613,441.9738,7145,11512,15764,3514.367816091954,3865.361497509874,3737.476560407179
30015379270000,1450,333.0438,NULL,2976,8491,16128,1694.557571269900,1661.290322580645,1438.122332859174
30015398140000,4030,583.688,446.3514,10038,30611,59945,964.683745838761,957.110609480812,906.625188353667
30015398350000,7810,462.4028,239.5083,57660,105346,170672,1727.364933396443,1645.619475335044,1367.748389920590
30015401350000,4532,442.8635,280.6012,14045,26512,57672,NULL,NULL,NULL
30015384030000,1949,240.2261,NULL,11290,18889,27594,953.924914675767,756.536834110882,738.906002830738
30015374160100,3825,706.1072,NULL,20250,27010,36375,6293.658833063209,6654.885795377753,7090.658877717238
30015399470000,3519,417.3456,351.8372,21833,32407,44907,1360.195498977040,1654.366451225011,1695.964125560538
30015385690000,4108,640.8503,442.6239,8751,16162,36024,2511.459890383657,2435.530574007835,1832.905148494502
30015400990000,4547,367.2393,274.409,1713,5336,23815,897.516176163640,720.595922634605,523.398196487897
30015391580000,4338,400.7613,NULL,21886,30605,36060,1151.931761164074,799.878613992496,927.670657041030
30015393500000,4395,309.095,NULL,14180,21024,29537,1606.882168925964,1876.037300025665,1961.927341189596
30015404470000,3745,550.2914,418.0547,13331,17353,23761,3820.054200542005,4660.110577358832,4415.422698972320
30015401550000,9754,426.5971,NULL,26831,50884,77042,4413.088967457969,4000.985557787801,4153.306504241896
30015378920100,5150,296.1735,NULL,14268,30818,46238,1750.586287763829,1799.422360720528,1828.482328482328
30015400980100,4334,394.9788,297.5757,4501,7451,21434,675.183292601644,675.183292601644,675.183292601644
30015391030000,1102,494.632,422.241,4082,8034,23124,795.777777777777,896.038952493749,986.183074265975
30015392200000,2580,285.3249,288.0206,8261,26061,43569,6764.464862180283,7139.850292744385,6540.839494673109
30015357150000,3916,NULL,NULL,20666,33452,48440,1368.905808670023,1484.563579382543,1550.179038033484
30015407360000,4238,571.9858,56.19564,12169,18279,26006,992.774848662370,991.028213906268,1172.020818377602
30015391040000,4182,633.8994,786.0248,24925,28525,34423,5734.574468085106,6645.510684179572,5848.746238716148
05005071970100,3735,NULL,819.332,800,8927,17179,3240.676903791914,3114.523589269195,3114.344202368767
05123306860000,3740,1115.965,NULL,23031,33497,45348,13594.591682826976,15746.482443909240,17469.248744593049
05123310530000,5533,NULL,NULL,40470,74722,125231,650.471471951414,578.061127805300,569.497025419145
05123324570000,3448,1096.369,163.4439,13581,20022,29059,1972.421400992829,1523.222661638922,1727.266033429055
05123326510000,4671,1152.462,NULL,25177,44994,65914,4166.680284336955,4373.801201039706,4593.182342663106
05123327680000,4236,5.628538,485.8928,12993,21938,29820,13945.245356251732,14270.540136803207,15016.925503518563
05123327930000,3689,1058.948,NULL,11104,15455,19817,7246.206757030143,7584.847709239825,8277.969288624255
05123330800000,3874,879.8432,547.2651,20421,39643,59794,1149.656708109111,1113.549094898518,1115.696839080459
05123331000100,3705,10.81434,NULL,26859,43384,62716,2505.419934784524,2429.831595829991,2525.376442711916
05123332380000,3867,895.7711,589.3347,30296,61142,93377,1025.646244657032,1079.872700457967,1053.445926084284
05123332770000,3165,1014.188,NULL,15105,24731,32988,5018.832858381860,5288.917216556688,5655.357762108426
05123333300000,3923,808.9656,651.7487,33981,56052,80569,1043.154871492746,1062.784606085029,1042.423353381252
05123333530000,4631,813.9211,NULL,12508,20242,28718,1996.456067456922,1913.697418161344,2213.516976297245
05123333680000,4066,1019.489,875.4883,16502,28344,45162,1091.379310344827,1105.314900153609,1051.670749179645
05123336860000,3454,152.0039,NULL,2937,4367,5719,1309.454191033138,1365.184155663655,1235.925710969239
05123336880000,3220,NULL,601.1054,30577,51860,62138,1038.686091558902,1137.526688582370,1208.035410282601
05123338740000,3021,774.3164,550.8292,23378,37868,53539,4141.521631029338,4175.512348922753,4238.850696280627
05123339510000,4030,728.2552,673.5721,17215,29683,42709,2600.592080917725,2838.236302544058,3130.394810766637
05123339880000,3950,1652.005,533.9597,11355,18101,25853,7943.325174166823,8664.545853444493,9175.826908729171
05123340920000,3704,NULL,NULL,12826,18254,26050,2610.757816640169,2433.509896849735,2386.870419460470
05123344210000,4004,463.5774,399.4498,13735,17133,31855,4194.334277620396,4369.799691833590,4387.040407717510
05123347090000,4052,NULL,NULL,11874,19288,24896,1802.333289142251,2045.582107322051,2143.661971830985
05123360160000,4045,389.3876,709.8839,12544,26782,42567,4579.724055188962,5685.150905432595,5615.841029946823
05123351990000,4330,709.4595,600.0033,1323,5063,9394,2429.322813938198,2776.371308016877,2145.386266094420
05123342410000,4869,860.4833,668.1977,24165,39929,60232,5504.451038575667,5854.741896758703,6052.318507503041
05123357330000,3585,585.2966,383.5443,9612,15045,22540,1809.979209979209,1723.822525597269,1851.891891891891
05123360260000,4714,334.5571,536.0055,17401,29587,44749,2641.085189485907,2953.491436100131,3378.739687903786
05123355250000,4061,895.4232,697.3871,33137,45194,74124,2133.256704980842,1872.295200442120,1529.408214382714
05123348080000,4075,984.7309,731.7369,13550,15449,22587,4277.660438667749,2527.503119900163,1943.099630996309
05123355450000,4005,827.2198,706.6827,12940,21419,30403,6961.174505983857,7744.679025060075,8268.937401367701
05123359760000,4636,810.0819,553.6215,13553,20322,27500,2413.512290755542,2730.525100980957,2634.262458726867
05123357910000,4130,321.7787,537.1323,13577,23390,35290,3591.682168482593,3770.420986490732,4176.797583081570
05123353590000,4216,836.6659,715.2255,14825,21872,29845,4596.521439641811,4886.593501183559,5199.867142738520
05123343290000,3777,756.3036,700.4581,25307,41236,61429,3974.731866933284,4045.254719420739,4495.272007912957
05123357200000,3956,21.76035,633.0008,15642,26930,40007,2898.230088495575,3365.517846180829,3562.969509500662
05123349170000,4021,468.8717,783.6221,28235,46935,70336,3248.669840380845,3315.296251511487,3407.502381126822
05123347970000,6678,892.3992,753.296,32045,45466,71183,3820.924732936475,3857.997871963114,5576.032984571732
05123353340000,4007,923.4952,759.2688,6865,19166,31218,2586.582809224318,2727.492238703001,2809.283798065197
05123346350100,4180,794.0582,NULL,16608,27681,38816,12097.814498933901,13199.220576773187,14122.310639552018
05123359470000,8955,663.8286,996.4979,34307,56835,92955,1884.899196205033,1969.428829203969,1479.141164373500
05123353850000,3964,1020.78,718.1096,25494,43349,59019,4837.862651487330,5409.688466637207,5936.899114152567
05123352510000,6538,696.5814,716.0357,20771,34723,53855,4620.675675675675,4513.844479216273,4620.865629964854
05123358730000,4815,349.3992,551.9786,16006,26443,40423,3180.838500147623,3376.917210405897,3375.907569922343
05123358520000,3906,NULL,NULL,17913,38991,61996,2065.680775114737,2303.195499623035,2395.972001545926
05123355460000,3922,NULL,NULL,13919,22193,31977,1279.880827199439,1087.144178398931,962.166438898079
05123346750000,6821,638.9944,621.5165,24260,35479,48580,5503.155479059093,6800.122850122850,7213.983254739678
05123357570000,4148,885.5481,731.9962,19825,30553,42265,3936.568140204028,4041.976149914821,4345.573770491803
05123345420000,4941,99.84114,612.8222,33153,57455,82792,3935.790980672870,3995.552884615384,4086.746446429574
05123359140000,6595,564.7633,775.7823,18299,36256,60427,4228.813559322033,4134.278332518678,4237.748926200702
05123355940000,4084,463.7652,765.2162,23898,37990,57410,3142.813948800645,3467.274960519389,3785.144124168514
05123353360000,3968,962.1338,771.4651,7691,20489,32137,3235.777598710717,3199.447895100069,3314.720488985101
05123358300000,4670,333.3717,514.3194,14741,23399,33201,4524.684270952927,5308.343306548127,5747.639484978540
05123356310000,4143,1053.084,717.2739,19798,32553,49008,2057.384175878772,2149.225062922241,1451.402245381759
05123357340000,4059,604.4246,369.0946,14807,24218,36638,2438.561082749614,2546.117249846531,2446.567237766547
05123348090000,3920,918.9755,694.7723,23191,35621,49833,5401.131861912846,4361.127576895211,4179.451301784018
05123356950000,4001,771.9788,579.8663,14585,29251,44365,1716.452742123687,1774.668415682845,1710.281314478385
05123358010000,4089,921.7542,626.4101,11301,18664,27508,1584.328070850981,1538.691502817063,1828.738069989395
05123343310000,3750,1107.927,829.2388,20344,30831,42980,2044.293903074517,1933.435911158683,1986.531655524970
05123361120000,3890,362.0927,569.2897,10015,27143,46850,2525.388474244463,4885.354215098495,4073.334254907381
05123347300000,3929,463.7802,926.3256,29600,43781,65288,2813.198509845662,2739.404034795483,2723.445945945945
05123347290000,3968,459.9899,763.6221,28995,45967,68370,2734.474594791476,2625.272331154684,2612.795309536126
05123352560000,6448,804.3361,778.4726,21699,37307,58092,3743.127241117027,3996.539162112932,4174.160298560511
05123351160100,3925,461.0988,759.5229,9560,15123,23438,7529.146860145108,7871.831387069211,8195.815899581589
05123357350100,3936,593.8914,378.2148,8807,17742,27280,2731.407942238267,2701.068174677976,2340.854305274322
05123346640000,3888,1064.089,778.0544,17477,24695,31672,2445.022288261515,2759.189696807083,3141.688625384277
05123351840000,4092,476.0408,768.526,21374,41343,64697,2624.345549738219,2766.341811266936,2945.482493595217
05123355470000,3618,1176.741,1015.441,5440,8110,11255,5604.114038253338,6461.376404494382,6846.507352941176
05123342870000,2924,2109.683,646.9287,12295,21846,33068,3821.181078638144,4278.739612188365,4456.849135673127
05123344800000,3847,416.4826,701.5601,18464,33375,52471,4851.124744376278,4987.204510952071,5043.821029998976
05123349800000,3425,697.8649,695.611,7095,11117,19286,864.490603363006,1171.753986332574,1272.232613501105
05123352610000,4816,547.3073,321.9089,8536,14075,18278,7307.067974298275,6815.676878315933,6824.976569821930
05123350780000,4158,881.825,626.829,10375,25574,39812,1381.528215913073,1260.565325476475,1232.449503256793
05123353280000,3952,979.2318,724.3484,22498,35693,53181,5044.672281215671,4419.507401265278,4550.671170770735
05123349960000,3965,NULL,NULL,9756,14306,19866,2671.148255813953,2713.796058269065,2500.307503075030
05123343690000,3517,995.3597,723.8019,23442,33293,46215,1856.680229178776,2122.461106309420,2165.514887808207
05123356960000,4142,977.2099,484.5625,15514,24469,35764,2126.749363867684,2555.813249974790,2273.106427347881
05123357360000,4846,466.3966,794.2672,19985,37074,57192,2775.493336088438,2902.229263324657,3059.451659451659
05123346630000,4001,1009.053,705.336,21969,33931,46485,3224.298375184638,3813.139497198944,4447.936245395083
05123353290000,4016,1012.115,742.3735,9208,23556,37940,2533.042558815754,2561.887608069164,2707.679693905438
05123346740000,3926,965.8411,684.0861,21417,31782,42453,3551.590661666868,3496.605908233815,3708.035672596535
05123343560000,4195,854.1379,590.5352,12593,20159,25580,1825.066861171893,2171.582645640983,2213.002114164904
05123349290000,4177,890.0961,642.8272,4883,10951,17351,2269.584406031629,2301.176924561065,2340.466130571078
05123335460000,4018,996.7523,718.7158,15750,23101,32054,4397.867331394543,4565.111561866125,4201.587301587301
05123351150000,4145,426.1981,758.7129,13891,21550,32050,6557.830092118730,6826.704269182145,7023.612410913541
05123351490000,4652,611.36,828.7064,21187,37550,55680,2860.816365548226,2839.150071853828,2971.773275665832
05123349560000,4126,836.1469,730.3734,20184,32560,46908,5656.182350694002,5770.035635757070,6107.921288812085
05123348600000,4082,928.3568,548.1119,13805,19056,27522,3046.128707893413,2791.563746912407,2738.572980804056
05123354410200,3945,NULL,NULL,18284,30637,46532,2617.612828139143,2427.835501615297,2016.004232524303
05123356490000,4117,1005.907,809.5493,20601,28392,44093,2285.442340446849,2285.442340446849,2248.360019750299
05123356440000,3981,1033.093,760.3439,15917,33361,48775,2084.070274731753,1876.465843519265,1916.902257032951
05123352200000,4371,1006.731,578.9446,18007,28015,38935,2933.580980683506,2615.201711975905,2412.506247570389
05123361380000,4074,468.7236,782.299,18685,30523,43881,3808.918995201806,4036.006415396952,4111.459875629256
05123354570000,4180,475.6501,800.0934,17946,26604,37348,3600.052178450300,3908.983799705449,4149.058285969018
05123348690000,9250,862.4508,764.5543,53449,98031,151317,3803.652968036529,2762.172421344623,2182.219218044042
05123361270000,3713,1211.981,940.2377,8838,18876,29046,1255.332114564290,969.670036662593,912.656860300839
