"API","LATERAL_LENGTH_BLEND","PROP_PER_FOOT","WATER_PER_FOOT","OIL_CUM_3MOS","OIL_CUM_6MOS","OIL_CUM_12MOS","GOR_30","GOR_60","GOR_90","BasinName","StateName","CountyName","LatWGS84","LonWGS84","BottomHoleLatitude","BottomHoleLongitude","CongMeridianName","formation_alias","operator_alias","OIL_CUM_3MOS_NEIGH","OIL_CUM_6MOS_NEIGH","OIL_CUM_12MOS_NEIGH","case","neighbors_count","GOR_30_NEIGH","GOR_60_NEIGH","GOR_90_NEIGH","WATER_PER_FOOT_NEIGH","PROP_PER_FOOT_NEIGH","neigh_count","my_qi","my_di","my_b","p10rawcurve_seg1","p10rawcurve_seg2","p10rawcurve_seg3","p10rawcurve_seg4","p50rawcurve_seg1","p50rawcurve_seg2","p50rawcurve_seg3","p50rawcurve_seg4","p90rawcurve_seg1","p90rawcurve_seg2","p90rawcurve_seg3","p90rawcurve_seg4","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12"
"05123362470000",9491,498.5051,667.3042,22138,46888,80405,2614.0864995958,2597.49607177252,2531.15121851739,"DENVER BASIN","COLORADO","WELD",40.088452035,-104.628188995,40.11565,-104.6272,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",18860.7,36449.7,55293.5,3,10,2350.65799254051,2378.8575785963,2504.98870491043,809.39889,620.20843,9,754.581065562874,0.357949679446673,1.1,8294.78,4557.09333333333,3938.32,9045.62,6687.5,3589.13333333333,2794.83333333333,6814.1,5194.92666666667,2759.60666666667,1239.07333333333,4259.7,862.3,845.9,774.1,538.466666666667,506.966666666667,594.9,603.866666666667,679.166666666667,667.533333333333,581.566666666667,517.233333333333,551.066666666667
"05123357920000",3964,498.5606,794.9868,19442,31114,45464,4568.10126582278,4981.53846153846,5453.40804003699,"DENVER BASIN","COLORADO","WELD",40.173873934,-104.641671194,40.16181,-104.6439,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",14973.5238095238,25037.8095238095,36959.380952381,3,21,4000.01702969181,4382.8813459325,4678.5927302759,812.242133333333,547.407961904762,21,1177.47228973005,0.704137189670999,1.1,10884.1666666667,6243.2,5034.73333333333,11560.4666666667,7982.03333333333,3590.2,3044.86666666667,6819.36666666667,5477.36666666667,1604.2,1250.46666666667,2902.73333333333,1202.93333333333,1117.63333333333,1021.1,955.6,834.466666666667,806.733333333333,714.766666666667,663.533333333333,661.833333333333,525.8,411.566666666667,370.7
"05123360150000",10760,588.8499,434.2048,35148,53759,76603,2577.36368909513,2341.26690508488,2336.98586628553,"DENVER BASIN","COLORADO","WELD",40.379079953,-104.33123001,40.40588,-104.33115,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",21707.2857142857,36024.9285714286,50829.8571428571,3,14,1890.07175381171,1901.02908161641,1887.71626709964,557.265457142857,886.738321428571,14,1123.23461282477,0.992608649157739,1.1,5835.77666666667,2993.02333333333,1570.02666666667,4284.11666666667,3340.5,1620.9,1042.53333333333,2462.53333333333,1859.02666666667,759.39,144.346666666667,791.193333333333,1184.9,713.633333333333,554.133333333333,520.4,452.7,289.1,241.033333333333,292.366666666667,317.933333333333,331.966666666667,268.533333333333,252
"05123356480000",4104,956.3391,747.462,20755,32925,49485,2162.26833199033,2162.26833199033,2040.96228868661,"DENVER BASIN","COLORADO","WELD",40.482860048,-104.374640003,40.48257,-104.35716,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",19885.9411764706,31158.8235294118,48887.8235294118,2,17,2301.38602169327,2349.739734087,2368.03869968463,753.072411764706,979.114847058823,17,463.069684661442,0.652455581753569,1.1,7190.52,4257.36666666667,3067.48,7134.98666666667,5560.03333333333,3152.1,1934.6,4916.78333333333,3683.12,1913.42666666667,571.026666666667,2320.34333333333,715.566666666667,0,330.766666666667,669.566666666667,364.766666666667,301.366666666667,145.733333333333,302.033333333333,223.8,176.066666666667,238.7,311.2
"05123356430000",4022,963.5837,746.5953,11530,27962,41981,2600.87463556851,2359.43002211121,2451.13193768257,"DENVER BASIN","COLORADO","WELD",40.504050047,-104.354959957,40.50259,-104.33843,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13962.5625,28609.0625,43207.125,2,16,1938.9703563066,2042.72507162191,1900.70526411223,746.96333125,913.5753425,16,490.555953357579,0.799515181179273,1.1,5869.21666666667,3376.28333333333,1892.29,5099.32,4102.38333333333,2128.5,1112.3,3113.06666666667,1729.21666666667,1017.46666666667,505.526666666667,1461.28666666667,594.733333333333,365.633333333333,382.2,373.633333333333,333.9,226.2,0,365.066666666667,289.2,263.6,227.033333333333,178.433333333333
"05123358320000",4771,348.0083,555.5479,14712,25034,36212,4357.8209434789,5024.19490810993,5390.18631955079,"DENVER BASIN","COLORADO","WELD",40.146796968,-104.655837948,40.16043,-104.65278,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",17774.5,28802.5,41962.2,1,10,3972.17399441502,4254.32370912936,4573.62455536119,777.97841,573.01084,10,994.599999997336,0.0175938966262957,1.1,11494.4533333333,6282.22333333333,5612.41333333333,12645.8366666667,9597.58333333333,5409.65,3802.81666666667,9691.95,7068.50666666667,2660.24333333333,1695.17666666667,4644.97333333333,994.6,991.966666666667,829.266666666667,762.333333333333,656.533333333333,608.133333333333,527.366666666667,458.066666666667,398.333333333333,364.7,246.133333333333,331.266666666667
"05123348740000",3933,886.1335,628.6958,11953,19547,26782,2508.0659457543,3184.2406221409,3659.29710208755,"DENVER BASIN","COLORADO","WELD",40.508280024,-104.427529971,40.49502,-104.42699,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","PDC",27519.2941176471,48663.5882352941,75604.7647058823,6,17,1946.09897490865,1828.33655238868,1817.17742763413,645.841098235294,859.402407647059,15,517.962255730382,0.729382480531232,1.1,17150.94,11140.7933333333,6847.24,18814.6733333333,7442.7,3563,1404.45,5231.38333333333,3235.98666666667,271.513333333333,38.5566666666667,348.843333333333,471.6,456.5,456.7,381.833333333333,346.666666666667,410.5,271.633333333333,248.233333333333,319.9,276.8,276.333333333333,237.9
"05123362120000",4276,518.1599,774.9208,16967,34207,56011,2574.40860215054,2778.25134671166,2935.20972695528,"DENVER BASIN","COLORADO","WELD",40.118180044,-104.693209985,40.12995,-104.68873,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",19923.9,35893.7,56208.9,3,10,2819.34271352713,2878.06547870617,2992.7486723957,1043.49873,860.52516,10,945.257639587036,0.79287790183369,1.1,10747.4266666667,7114.96666666667,6892.22333333333,13925.2266666667,8287.93333333333,5297.41666666667,4671.58333333333,9829.41666666667,6564.82333333333,3752.09666666667,2182.13666666667,5765.31333333333,798.066666666667,766.366666666667,761.133333333333,668.766666666667,650.633333333333,689.866666666667,577.8,609.566666666667,553.733333333333,536.9,532.666666666667,533.8
"05123339500000",3778,707.8929,637.5952,17324,32499,51038,2176.59906396256,2383.60539389638,2400.82716586852,"DENVER BASIN","COLORADO","WELD",40.117373216,-104.627487255,40.13,-104.62991,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",18261.4666666667,34790.9333333333,55533.5333333333,3,15,2404.97215142158,2442.12315266284,2588.65018683241,822.900906666667,614.698193333333,15,649.274190150047,0.735167620007765,1.1,11968,7405.22,5547.36666666667,12345.14,8205.3,4528.1,3111.36666666667,7249.13333333333,6176.4,2909.28,799.633333333333,3402.67333333333,697.6,645.8,494.833333333333,418.366666666667,386.133333333333,409.333333333333,397.433333333333,222.766666666667,333.066666666667,332.566666666667,286.3,384.066666666667
"05123358310000",4695,459.7409,794.9158,17541,34240,56012,3587.03939008894,3348.28225961231,3571.91387779461,"DENVER BASIN","COLORADO","WELD",40.146797968,-104.655944953,40.16042,-104.65527,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",13126.8571428571,23872.9285714286,38207.9285714286,3,14,3859.3756604878,3939.43393674818,4042.25043412973,653.233057142857,466.368,13,839.604967556469,0.551254886085225,1.1,9127.46666666667,6310.34,5254.32,11847.4566666667,6372.2,3497.63333333333,3091.3,6761.75,5001.23333333333,2637.88,2070.88666666667,4792.63333333333,941,803.566666666667,849,754.933333333333,715.233333333333,646.866666666667,562.533333333333,494.633333333333,465.966666666667,427.2,414.866666666667,365.533333333333
"05123353370000",3971,968.2731,758.013,9109,21119,34467,3390.53840063341,3365.72130644005,3266.80872951723,"DENVER BASIN","COLORADO","WELD",40.473450032,-104.393649986,40.47329,-104.37676,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13824.4090909091,25039.2727272727,37604.1818181818,1,22,2240.40714704306,2679.12280436456,2750.71017813112,759.431027272727,953.304086363636,22,602.98182461462,0.965156080717699,1.1,6083.66,3998.32333333333,2195.34333333333,5796.28333333333,4626.78333333333,2528.96666666667,1350.66666666667,3527.15,2701.87333333333,862.603333333333,273.613333333333,1008.89666666667,570.966666666667,524.8,386.166666666667,333.3,57.9,335.966666666667,355.366666666667,216.2,246.9,217.033333333333,205.2,307.5
"05123359130000",6709,558.2166,802.7854,24365,46615,75725,3414.91237166857,3561.67278389501,3583.74489597511,"DENVER BASIN","COLORADO","WELD",40.153646001,-104.685652989,40.17322,-104.68273,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",19911.2727272727,37329.2727272727,59712.2727272727,2,11,3656.66810177513,3813.31294356979,4129.50917952625,790.876445454545,486.032036363636,11,996.387896467287,0.481269557110705,1.1,12331.8333333333,7603.3,7122.4,14575.3333333333,10808.4,5880.7,4381.06666666667,10086.3666666667,7522.06666666667,3681,1451.13333333333,4911.63333333333,1097.66666666667,1037.2,937,843.6,845.533333333333,659.1,707.9,674.633333333333,698.633333333333,640.833333333333,603.4,609
"05123344230000",3611,1024.468,770.5327,11013,13789,23442,4790.62133645955,4554.97582081955,4488.60437664578,"DENVER BASIN","COLORADO","WELD",40.461789981,-104.39353996,40.46152,-104.37674,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",13255.3333333333,21915.2777777778,33307.0555555556,1,18,2962.2076383077,2878.38003473476,2878.25969002993,719.541855555556,899.089388888889,18,619.692723446871,0.909284818211161,1.1,7829.23666666667,4450.22333333333,3359.37333333333,7946.04333333333,5192.78333333333,2394.45,1202.75,3660.2,2006.87,373.276666666667,244.31,628.493333333333,681.066666666667,512.033333333333,454.666666666667,438.233333333333,0,0,349.333333333333,348.866666666667,428.9,313.433333333333,295.766666666667,292.2
"05123356000000",4094,985.9195,597.7486,23561,40581,62187,2212.87527705017,2366.12153762597,2213.30575372536,"DENVER BASIN","COLORADO","WELD",40.405469995,-104.342730035,40.39404,-104.34088,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",25881.5,44754.7,67807.2,6,10,1902.76410402461,1792.91198148926,1849.64794306991,587.26984,995.06646,8,732.16665818014,0.925069460937155,1.1,6850.32,3503.59333333333,2628.61666666667,6016.98333333333,5062.6,1966.6,1815.11666666667,3617.35,3187.91,1092.18666666667,827.946666666667,1789.81666666667,732.166666666667,574.8,440.733333333333,621.566666666667,121.466666666667,327.933333333333,337.7,370,318.366666666667,256.266666666667,100.266666666667,0
"05123357840000",3794,468.6487,756.884,19049,31201,45440,3552.15274218349,3857.20353982301,4185.47621558907,"DENVER BASIN","COLORADO","WELD",40.173970975,-104.654970002,40.16158,-104.65379,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",14144.875,23580.4583333333,34920.5833333333,3,24,4519.86404303772,4862.81982636101,5133.98548774574,680.2288625,488.715875,24,934.549825687164,0.595083879117721,1.1,10909.9533333333,5825.59666666667,4941.28333333333,10241.29,8056.75,3782.5,3190.06666666667,6610.1,5231.34666666667,2045.48,1131.78666666667,2870.71,924.033333333333,892.066666666667,829.4,788.133333333333,665.433333333333,692.1,675.8,555.933333333333,565.666666666667,472.6,508.166666666667,511.033333333333
"05123354210000",6881,949.5334,675.076,6044,30852,64240,4264.03146886693,4439.90345054583,4718.55852950661,"DENVER BASIN","COLORADO","WELD",40.153535049,-104.778519022,40.17355,-104.77769,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","CRESTONE PEAK",15624.4,32929.9,52878.3,3,10,3735.00933896773,3994.82307323099,4204.34246930074,774.36644,689.66801,10,1445.20895929673,0.538261224531661,1.1,18585.73,11188.9666666667,8540.14666666667,18539.9533333333,11296.6,6736.3,6459.98333333333,12592.2666666667,8762.19666666667,4701.79666666667,4864.91666666667,9211.46,1481.46666666667,1216.36666666667,1204.1,1296.8,1227.43333333333,1151.5,1153.06666666667,1135.1,957.366666666667,993.166666666667,987.5,830.2
"05123356460000",4105,827.0156,635.8515,17306,26890,46195,3286.0310421286,3286.0310421286,2681.08711839166,"DENVER BASIN","COLORADO","WELD",40.490949993,-104.374569952,40.4879,-104.35711,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",17275.25,30912.5,47108.25,1,16,2051.45773200969,2086.2980771207,2081.39844878732,748.87665625,900.95836875,16,458.064496214671,0.572544348437413,1.1,7133.81666666667,4127.16666666667,2792.86666666667,7423.6,5132.61666666667,2863.58333333333,1859.66666666667,5075.1,2925.06666666667,1951.56666666667,1052,3244.15,889.2,0,311.033333333333,366.866666666667,376.866666666667,376.5,108.1,210.666666666667,383.9,173.9,301.466666666667,417.533333333333
"05123351560000",5033,417.4988,738.6289,20340,35134,57145,2989.72250770812,3143.91772238115,3323.99213372665,"DENVER BASIN","COLORADO","WELD",40.17636597,-104.751974022,40.19003,-104.74759,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",18733,32681.9333333333,51591.1333333333,2,15,3846.6780307799,3887.9124235677,4026.39940024511,774.6904,564.296593333333,15,749.457528289965,0.411888443020569,1.1,12849.1333333333,8229.71333333333,6341.57333333333,13712.18,8670.6,4755.83333333333,3859.96666666667,8107.23333333333,5868.79333333333,3295.57333333333,2515.33333333333,5468.00666666667,775.733333333333,762.9,715.033333333333,625.633333333333,638.3,590.733333333333,594.833333333333,549.6,605,554.233333333333,499.4,500.533333333333
"05123362360000",6863,634.9216,1103.122,8672,35025,63841,1895.27446300716,1998.13313420098,2065.41949683148,"DENVER BASIN","COLORADO","WELD",40.101622961,-104.643032033,40.08189,-104.64102,"SIXTH PRINCIPAL MERIDIAN 1855","CODELL","ANADARKO",21034.9375,38958.5625,61416.6875,3,16,2363.85591004845,2352.81113797735,2471.70469361826,800.95803125,641.83501875,15,585.730543420334,0.317027654421869,1.1,12001.9533333333,7293.9,5181.66666666667,11829.08,7991.83333333333,4432.5,2797.93333333333,6841.63333333333,5653.3,2679.94,560.833333333333,2927.65333333333,661.766666666667,586.933333333333,565.633333333333,492.233333333333,217.2,602.433333333333,505.933333333333,552.6,589.6,524.6,521,500.466666666667
"05123333520000",4911,533.2317,289.8605,8876,14249,19821,2963.07237813885,2130.08890968648,1906.22261174408,"DENVER BASIN","COLORADO","WELD",40.524436049,-104.338666034,40.53624,-104.35417,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","BONANZA CREEK",10717.15625,22419.5625,34125.84375,6,32,2221.15222368017,2249.60196399926,2075.36263778536,710.353415625,916.60846875,28,398.619662777066,1,1.1,5534.41333333333,3326.03333333333,1985.89666666667,5195.09666666667,3317.06666666667,1872.25,1075.13333333333,2871.86666666667,1274.38,762.66,452.566666666667,1190.62333333333,401.2,54,52.3,27.7,12.8333333333333,75.5333333333333,31.7666666666667,22.8333333333333,16.2,15.9333333333333,40.8,3.63333333333333
"05123336890000",4127,523.9152,559.3929,35662,50169,61445,814.688183807439,907.039204682113,910.059057023913,"DENVER BASIN","COLORADO","WELD",40.740330004,-103.896659983,40.74237,-103.88047,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","VERDAD",27398.6666666667,46602.5333333333,66517.2,6,15,1245.17576008114,1260.9260594092,1291.15045379418,546.478273333333,773.90532,15,240.253132146587,0.644757990953857,1.1,5645.27333333333,2612.38666666667,2169.62666666667,4560.04666666667,4108.3,1488.56666666667,1076.3,2408.73333333333,2393.86666666667,454,109.85,487.71,397.133333333333,357.1,185.766666666667,204.133333333333,42.8333333333333,5.66666666666667,25.2,44.3333333333333,67.3666666666667,70.3666666666667,80.0666666666667,79.3
"05123337080000",2806,1063.902,572.0607,31598,51571,69911,1517.12463585544,1705.71565802113,1853.75979206527,"DENVER BASIN","COLORADO","WELD",40.50274997,-104.411990018,40.501,-104.3956,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","NOBLE",30218.9523809524,52212.7619047619,80911.4761904762,3,21,1835.67568552547,1680.5546511861,1754.95460199457,673.387036666667,885.26393,21,653.5196094046,0.992432820619453,1.1,15618.4333333333,10063.4,6980.69333333333,17318.5933333333,7776.23333333333,4180.36666666667,2251.11666666667,6530.81666666667,2590.83333333333,678.733333333333,196.806666666667,885.12,642.3,541.466666666667,527.933333333333,275.2,0,0,0,0,0,357.266666666667,235.6,71
"05123339520000",2843,609.5688,520.1592,12956,21546,30720,2670.26891178688,3056.4362714014,3541.45484215151,"DENVER BASIN","COLORADO","WELD",40.117373616,-104.627573059,40.13,-104.63005,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",22010.5172413793,38586.4482758621,58727.5862068966,3,29,2655.43367326391,2763.84294374094,2953.48816456135,793.617982758621,619.652286206897,29,755.682051718944,0.950205108616721,1.1,13980.48,8714.63333333333,7945.29333333333,16408.6533333333,9765.76666666667,5205.96666666667,3915.56666666667,8926.03333333333,7056.36,2282.84666666667,52.22,2140.20666666667,708.333333333333,577,595.533333333333,491.8,428.166666666667,342.766666666667,297.533333333333,222.5,286.266666666667,247.433333333333,245.933333333333,151.166666666667
"05123342860000",4116,851.2738,749.9039,31794,53618,78991,3682.72160162484,3807.61604143904,4185.30206026034,"DENVER BASIN","COLORADO","WELD",40.146998977,-104.736815967,40.15875,-104.73633,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",24248.2352941176,40995.7352941177,64107.8529411765,3,34,3563.81355106472,3812.63584646184,3977.66745184947,912.779255882353,749.429841176471,34,1891.61600146065,0.886184604226506,1.1,19721.01,14411.51,9698.57333333333,23042.64,15696.4,10321.05,6517.51666666667,16060.25,8821.59666666667,6079,2648.59666666667,8176.57333333333,1692.33333333333,1444,1461.5,1373.1,1227.86666666667,1146.83333333333,1029.53333333333,1064.5,1004.5,901.2,823.5,987.966666666667
"05123347790000",3720,935.7551,735.1105,23449,35781,48357,3125.01363586779,3454.71192204565,3688.50233774069,"DENVER BASIN","COLORADO","WELD",40.127865007,-104.658872962,40.12762,-104.64184,"SIXTH PRINCIPAL MERIDIAN 1855","NIOBRARA","ANADARKO",18948.25,32020.45,48720.925,3,40,3242.80667653622,3550.11804743271,3881.45760175531,754.745445,593.35331,40,950.486201610309,0.827402816272279,1.1,13308.72,8110.15666666667,7371.31,15279.3166666667,9696.06666666667,5088.08333333333,3236.15,8157.45,6293.29666666667,1641.81333333333,61.1033333333333,1544.72666666667,954.9,805.966666666667,684.733333333333,668.733333333333,617.066666666667,687.433333333333,593.333333333333,497,457.533333333333,132.2,543.6,363.833333333333
